issue_year,issue_no,ordinal,period_from,period_to,topic,crops,body,source_file
2024,25,5,2024-06-17,2024-06-23,콩,,"❍ 밭 콩 재배 시 기계로 파종할 경우 종자 크기에 따라 롤러 홈을 조절하여 적정량을 파종함
- 땅이 비옥하여 웃자람이 우려되는 경우 파종 시기를 다소 늦추는 것이 좋음
- 콩 지대별 파종 시기는 타작물+콩 2모작의 경우 중북부 지역은 6월 상순~중순, 남부지역은 6월 중순~하순임
❍ 논 콩 재배는 이랑 또는 두둑재배를 하되 도랑 배수구 및 암거 배수 시설 설치로 습해를 받지 않도록 함
- 경운 시 토양개량제를 동시에 살포하는 것이 좋음
- 파종 깊이는 대립종 3~4㎝, 소립종은 2~3㎝가 적당하며 토양습도에 따라 깊이 조절이 필요함
- 파종 후 3일 이내에 PLS(농약허용물질목록관리제도) 대비 적용 제초제를 처리하여 김매는 노력을 줄이도록 함
❍ 파종량은 종자의 크기와 심는 간격, 파종시기에 따라 달라지는데 적기 파종을 기준으로 하면 장류콩은 재식거리 70×15cm(1주 2본)일 때 10a당 5~6kg 정도이며 파종 깊이는 3~5cm가 적당함
❍ 화본과 잡초가 많이 발생한 콩밭은 생육 중에 사용이 가능한 잡초 약을 선택하여 잡초 3~5엽기 이전에 뿌려 방제하고 토양처리제는 파종 직후 3일 이내에 뿌림
- 모래 함량이 매우 높은 땅이나 토양수분이 너무 많은 경우에는 약해가 나타나므로 제초제 살포를 지양함",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,6,2024-06-17,2024-06-23,감자,감자,"❍ 감자 수확시기의 선택은 일반적으로 지상부가 말라 죽기 7~10일 전, 잎의 황화현상이 나타나기 시작할 때이나 기상 여건을 감안할 때 여름 장마철 이전에 수확 작업을 마무리하는 것이 유리함
❍ 수확한 감자는 1~2주일 정도 바람이 잘 통하고 빛이 들지 않는 서늘한 곳에서 예비저장을 하면서 상처를 치료함(12~18℃의 온도와 80~85%의 습도 조건에서 10~14일 정도)
❍ 예비저장 중 썩은 감자, 잘려진 감자, 기형 감자, 색이 변한 감자 등을 제거하고 크기에 따라 구분하여 나무나 플라스틱 상자 등을 이용하여 저장하여 눌림에 의한 피해나 저장 중 썩는 감자의 비율을 낮게 함",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,7,2024-06-17,2024-06-23,팥,팥,"❍ 파종적기는 만생종은 6월 중순, 조·중생종은 6월 하순, 파종 한계기는 중북부 지역은 7월 중순이고 남부지역은 7월 하순~8월 상순임
❍ 파종간격은 이랑 60cm, 포기당 10~15cm로 심으며 파종량은 10a당 3~4kg이고 늦게 파종할 때는 5~7kg임",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,8,2024-06-17,2024-06-23,조,,"❍ 조는 물 빠짐이 잘되고 비옥한 사양토가 가장 좋음
- 저습지를 제외하면 거의 모든 토양에 가능하고 척박한 개간지에서도 잘 적응함
❍ 조는 습해에 약하므로 지하수위가 60cm 이상의 높은 논이 좋음
❍ 발아율 60~75% 수준으로 소금물가리기 필요(물 1ℓ+소금 43.3g)
❍ 파종적기는 남부 지역은 6월 상순~하순, 중북부 지역은 6월 상순~중순
❍ 비닐 피복재배는 이랑 너비 60cm에 포기 사이 10cm로 하고 포기당 3~5알을 파종함",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,9,2024-06-17,2024-06-23,참깨,"딸기,수박,옥수수,참깨,참외","❍ 이모작 재배는 6월 30일 이후에 파종하면 수량이 떨어지므로 맥류 수확 후 바로 파종하는 것이 유리함
- 흑색 멀칭을 하면 강한 광선을 차단하여 지온을 낮추고 잡초 방지 효과가 있음
❍ 수박, 참외, 딸기, 옥수수 등 시설하우스 후작물 참깨 재배는 경지 이용률 향상 및 염류장해 예방에 효과적임
- 파종시기는 7월 상순까지이며 재식거리는 30~40㎝×15㎝ 간격으로 심음
❍ 발아 초기에 발생하는 잘록병(입고병)과 수량에 치명적인 역병, 시들음병, 잎마름병 발생이 막기 위해 예방 위주로 적용약제를 10일 간격으로 4회 정도 뿌려줌",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,10,2024-06-17,2024-06-23,들깨,들깨,"❍ 육묘 이식 재배는 파종 후 20~30일 정도 육묘하여 6월 하순에서 7월 상순에 실시함
- 재식 거리는 60×25㎝ 간격으로 심음
- 국내에서 가장 많이 재배되는 ‘다유’ 들깨는 파종시기에 관계없이 개화기는 9월 상순이며 수확기는 10월 상순임
- 너무 일찍 정식하면 키가 많이 크므로 적심하는 것이 좋은데, 적심 시기는 7월 하순임
❍ 시비량은 10a당 질소 4㎏, 인산 3㎏, 칼리 2㎏을 시용함",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,11,2024-06-17,2024-06-23,고추,고추,"❍ (역병) 6월 초순부터 발생하며, 강우량과 강수일수가 결정적인 발생 요인으로 배수로를 정비하고 이랑을 높여 물이 잘 빠지게 함
❍ (탄저병) 6월 중하순부터 발생하며, 8~9월 고온다습한 조건에서 급속히 증가, 병든 과실을 발견 즉시 제거하는 것이 농약을 살포하는 것보다 효과적임
❍ (담배나방) 애벌레 피해를 입은 과실은 연부병에 걸리거나 부패해 낙과, 적용약제를 살포
❍ (총채벌레) 약충, 성충이 모두 기주식물의 순, 꽃 또는 잎을 흡즙해 피해를 주므로 황색점착트랩을 설치해 발생량을 예찰하고 발생 초기에 방제함
❍ (2차 웃거름) 1차 웃거름을 주고 한 달 후에 주며, 웃거름 주는 비료량은 생육 상태에 따라 적정량을 시용함
❍ (장마대비) 배수로를 미리 정비해 주고 지주대를 보강함
❍ (가뭄대비) 관수시설, 스프링클러, 고랑 부직포 피복 등을 활용",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,12,2024-06-17,2024-06-23,고랭지배추,배추,"❍ 육묘 중인 배추는 진딧물에 의한 바이러스 전염 및 각종 해충의 피해 경감을 위해 방충망으로 피복함
❍ 아주심기 1주일 전에는 포장 환경에 견딜 수 있게 관수량을 줄이고 온도를 낮추어 모종을 순화시킴
❍ 뿌리혹병 예방을 위해 적용약제를 정식 직전 토양 전면 혼화처리하거나 아주심기 전 해당 약제에 어린 모를 침지하여 사전 예방을 하도록 함
❍ 칼슘결핍증 예방을 위해 균형 있는 비료 주기를 하고, 적정한 수분을 유지하며 결핍 증상 우려 시 염화칼슘 0.3% 액을 엽면시비",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,13,2024-06-17,2024-06-23,시설채소,"복숭아,사과,자두","❍ (광합성 저하) 생육장해의 위험성뿐만 아니라, 호흡량이 많아져서광합성율이 낮아지게 됨
❍ (생리장해) 토양수분 급변에 따른 열과 등 생리장해과 발생 우려
❍ (시들음) 강한 햇볕으로 뿌리의 기능이 약화된 식물체의 시들음 현상발생
❍ (당도저하) 환기 불량 시 고온장해 발생 및 당도 저하 우려
❍ (착과불량) 폭염 시 암꽃의 임성 불량과 벌의 활동 약화로 착과불량
❍ (온도관리) 고온장해를 받지 않도록 환기를 잘하여 하우스 안의 온도가 30℃ 이상 올라가지 않도록 관리
❍ (엽면시비) 요소 0.2%액 또는 4종 복합비료를 서늘할 때 엽면 시비
❍ (병해충 방제) 흰가루병, 진딧물 등 병해충의 예찰 및 적기 방제
❍ (수분관리) 열과 예방을 위한 적정 토양수분 유지 및 배수 철저
❍ (차광 및 환기) 시설하우스 내외부 차광망 설치, 환기팬 가동하거나 피복재를 천창까지 열어 고온장해 예방
❍ (적기수확) 수확은 오전 또는 오후 늦게 선선할 때 수확
❍ 생리적 낙과란 개화 직후로부터 성숙기까지의 과실 발육 기간 중에 일어나는 기계적 낙과나 병충해에 의한 낙과를 제외한 그 밖의 원인에 의한 낙과를 말함
❍ 사과나무, 복숭아나무, 자두나무, 감나무 등 여러 과수에서 일어나며 특히 6월경에 발생하는 유월낙과(june drop)는 과실의 수량에 큰 영향을 끼치므로 중요시되고 있음
❍ 만개 후 5~20일 사이에 일어나는 초기낙과는 암술의 불완전이나 불수정에 의한 낙과가 대부분이나 그 후의 낙과는 주로 수정이 되었더라도 어떤 원인에 의하여 배의 발육이 정지되어 일어나는 낙과임
❍ 6월 낙과와 같이 조기낙과의 후반기에 일어나는 낙과는 일조부족, 수세 과다, 토양수분의 과잉 또는 부족, 고온 또는 저온 등으로 인하여 배의 발육이 정지되어 낙과하는 것으로 알려짐
❍ 조기낙과는 과실이 일시에 떨어지는 것이 아니고 많이 떨어지는 시기와 적게 떨어지는 시기가 있어 어떠한 파상을 이루고 있음
- 첫 번째에서는 비정상적인 꽃, 수분이 되지 않은 꽃, 수분은 되었지만 수정이 되지 않은 꽃이, 두 번째에서는 수정은 되었지만 배가 퇴화한 것, 세 번째에서는 개화 7∼9주 후에 일어나는 유월낙과임
❍ 수정을 확실하게 하여 과실 내 종자수가 많아지도록 유도
- 적절한 수분수 재식, 화분매개곤충 방사, 인공수분 실시 등
❍ 영양상태의 조화
- 유월낙과는 새가지와 과실 간의 양분과 수분 경쟁에 따른 공급 불균형으로 종자 배(胚)의 발육이 억제되거나 퇴화하여 일어나므로 뿌리로부터 흡수되는 질소와 잎에서 만들어지는 동화양분이 과하거나 부족하지 않도록 해야 함
- 개화 후에는 꽃 또는 열매솎기를 철저히 하여 새가지와 과실 간, 과실과 과실 간의 양분 경쟁을 줄임
❍ 낙과현상 발생이 심한 과원은 마무리 적과를 늦추어 실시
❍ 과원 토양이 과습하지 않도록 배수 관리 철저
❍ 수세 강한 과원은 영양제 살포 자제
- 수확 전 낙과 발생률이 증가하고 유통기간이 짧아짐
- 출하 시기가 장마철과 겹치며 수확시기가 늦어져 유통 중 과육 무르거나 썩는 현상 발생
- 만개 후 80일 전후로 과실 껍질이 연녹색 바탕에 노란색 착색이 약 30% 진행된 단계(B)에 수확
- 과실 껍질이 노란색 착색이 80% 진행된 단계(D)에 수확
❍ 과실비대기와 수확 전, 가뭄 이후 급격한 수분 흡수(강우)에 의해 주로 발생
- 과실에 수분이 흡수된 상태에서 과피가 견디지 못해 갈라짐
❍ 사질토양과 뿌리가 깊이 뻗지 못한 나무에서 발생 심함
- ‘신화’, ‘화산’: 과실비대 초기(6월)에 다발생
- ‘신화’, ‘화산’: 과실비대 초기(6월)에 다발생
- ‘신고’: 과실비대 후기(9~10월)에 다발생
❍ (지하부 관리) 토양물리성 개선으로 수체생육을 좋게 하고 수세를 안정시킴
- 개원 전 암거 배수 시설을 설치하고, 과원 내 배수로(명거배수)는 주기적으로 관리하여 장마철 과원의 물 빠짐 상태를 좋게 함
- 꾸준한 적정관수로 토양 수분스트레스를 감소시키고, 사질토양은 관수와 토양피복으로 가뭄 피해를 방지함
❍ (지상부 관리) 합리적 결실관리를 위한 열과 예방
- 꽃가루가 충분한 수분수를 재식, 인공수분 등으로 안정 착과유지
- 조기 적과하되, 주기적으로 병과 등 상품성을 잃은 과일은 적과함",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,14,2024-06-17,2024-06-23,병해충 방제,"복숭아,사과,포도","❍ 6월 하순에는 장마기에 들어가는 시기이며, 탄저병 감염 위험이 매우 크고 겹무늬썩음병과 갈색무늬병의 감염도 지속적으로 증가하므로 방제 효과 높은 약제 살포 필요함
❍ 5월 하순부터는 점박이응애가 잡초나 수관 내부로부터 전체 나무로 이동하고 6월 중순부터는 기온이 상승하면 응애류가 급격히 증가할 수 있으므로, 이때 응애류를 중점적으로 방제하도록 함
❍ 6월 중·하순에는 복숭아순나방 제2세대, 복숭아심식나방 제1세대가 과일에 가해하는 시기이므로, 심식충류 방제가 필요한 시기임
- 지역별로 발생 시기가 다르므로 성페로몬 트랩을 활용한 예찰 필요
❍ 주로 발생하는 병은 검은별무늬병, 붉은별무늬병 등이며, 검은별무늬병은 비가 많이 내려 습한 조건에서 많이 발생함
- 개화기 전후 비가 자주 오고 온도가 떨어지는 저온 다습한 날이 계속되면 열매나 잎에 병원균이 쉽게 침입하여 피해를 줌
- 잎에 감염 적온은 15~20℃이며, 최저 8℃, 최고 25℃ 정도로 물이 있을 때 48시간 이내 침입이 끝나며 잠복기간은 통상 15~16일임
❍ 해충은 응애, 진딧물, 배나무이, 콩가루벌레, 가루깍지벌레, 순나방 등 방제에 주력해야 함
- 배에 중요한 응애류는 점박이응애, 사과응애, 차응애가 있음
❍ 세균구멍병은 잎, 가지, 과실에 발생하며 과실에 큰 피해를 줌
- 4월경 기온이 상승하면 월동처의 병원세균이 증식하고 빗물, 바람에 의해 전파
- 약제 방제는 낙화 후 생육기에는 적용약제를 2~3회 살포
❍ 탄저병은 4~6월 강수량이 300~400mm 정도로 많은 지역에 다발생함
- 5월부터 발생하여 발병 최성기는 6~7월이고, 빗물에 의해 전파
- 낙화 후부터 봉지씌우기 전까지 2~3회 정도 적용약제 살포
❍ 복숭아순나방, 복숭아심식나방 같은 해충은 페로몬 트랩을 활용하여 예찰하고 방제약제를 살포하는 것이 효과적임
❍ 새눈무늬병 및 잿빛곰팡이병은 신초가 자라는 시기부터 장마철까지 집중하여 관리함
❍ 갈색무늬병, 탄저병, 흰 얼룩 증상 관찰 및 방제 필요
❍ 박쥐나방은 잡초에서 포도나무로 이동을 시작하는 시기인 6월 상순까지 관찰 및 방제
❍ 둥근무늬낙엽병
- 조생종보다 만생종에서 발생이 많으며 특히 ‘부유’는 이 병에 약함
- 수세가 약한 나무에서 발병이 쉽고 빠르며, 조기 낙엽 및 무름과,과육 썩음, 낙과를 유발하므로 철저한 방제 필요
- 5월 중순~7월 상순까지 강우 후 잎 뒤에 약이 충분하도록 전용 약제 살포",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,15,2024-06-17,2024-06-23,접목선인장 양액 재배,선인장,"❍ 서로 다른 선인장을 접목하는 접목선인장(Gymnocalycium spp.)은 주로 비모란을 이용하는데, 화훼작물 중 수출 1위 품목임
❍ 접목선인장의 번식과 생육
- 접목선인장의 번식은 무성과 유성이 가능하지만, 상업적으로는 주로 무성으로 번식하며, 현재는 보급한 품종으로부터 자구를 따서 번식하는 방법이 가장 보편적임
- 접목선인장은 봄부터 초여름이 가장 왕성하게 이루어지는 시기임
❍ 접목선인장의 재배
- 접목선인장 재배방법은 토양과 수경(양액)재배로 구별되는데, 토양재배에서 배지교체 등의 힘든 인력작업 해결을 위해 수경(양액) 재배가 대안으로 제시되었음
- 토양재배에서는 연작장해 때문에 2작기마다 표토를 10cm 이상 걷어내고 다시 양토를 넣는 배양토 갱신작업이 필요하여 노동력이 많이 소모되고 배양토 조제 및 교체에 어려움이 있음
- 접목선인장은 수경재배인 ebb and flow 시스템을 이용한 방법이 많이 이용되는데, 품질향상 및 작업편리성은 있으나, 수경 재배 벤치시설이 대부분 수입자재를 사용하는 관계로 높은 시설비로 인하여 농가의 많은 부담으로 작용하여 기존의 고비용 설치 시설을 대신할 간이화된 방법이 제안됨
- 저면에 매트를 이용한 접목선인장 수경재배(특허 번호: 10-2012-0080625) 방식은 저면에 매트를 이용한 수경재배는 토양 또는 기존의 베드에 비닐을 깔고 수분공급을 위한 부직포와 점적관수를 깔아 양분을 점적관수에 의해 보내는 방식으로 되어 있으며, 양액을 회수하기 위한 배수장치로 생략하여 구조가 매우 간단하고 설치가 용이함
- 수경재배의 양액 공급은 1일 3회 공급하며, 회당 양액이 머무는(담수) 시간을 15분으로 함
- 수경재배 시 양액은 정식 직후에 약 30일간은 지하수로 공급하고, 발근이 진행된 후에 배양액을 공급함
- 수경재배 시 사용한 배양액의 조성은 N-P-K-Ca-Mg = 15.75-1.25-7.75-3.38-1.50 mmol·L⁻1으로 EC는 1.9 mS·cm⁻1임",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,16,2024-06-17,2024-06-23,인삼,,"❍ (잿빛곰팡이병) 인삼의 모든 부위를 가해하여 피해가 매우 크며 고온 다습한 조건에서 발생이 증가하므로 고온장해로 잎이 괴사하지 않도록 포장과 차광망을 관리해야 함
- 회색 곰팡이가 생겨난 감염조직은 재배 포장에서 멀리 떨어진 곳에서 처리하고 발병 포장은 카벤다짐디에토펜카브, 펜헥사미드 등을 살포하여 방제해 줌
❍ (뿌리썩음병) 6월경 잎가장자리가 붉게 변하거나 잎이 안쪽으로 오므라드는 증상을 보이다 고사함
- 외부로부터 물이 유입되지 않도록 포장 주위에 두둑을 설치하고 배수로 정비를 철저히 함
- 병이 발생하였을 경우 병든 인삼 주위의 건전 인삼 6줄을 제거하여 뿌리의 접촉을 차단해 줌
❍ 인삼은 장마 기간 침수로 인한 습해, 기계적 손상, 도복 등이 발생하거나 생리장해와 탄저병, 점무늬병 등 병해충 발생이 증가할 우려가 크므로 피해가 없도록 철저히 관리
- 유기물 함량을 2% 정도로 하여 포장의 적습 범위 유지 및 통기성 개량
- 고랑 제초기를 이용하여 배수로를 정비하고 두둑을 높게 유지
- 해가림 시설의 늘어진 피복물을 팽팽하게 유지
- 작토층 상면에 볏짚 등으로 피복",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,17,2024-06-17,2024-06-23,약용작물,"더덕,도라지,마,오리","❍ (마) 병해 예방 및 뿌리줄기 비대를 위한 웃거름 시용
- 6월 하순경에 많이 발생하는 탄저병 예방을 위해 침투이행성 약제를 살포하여 줌
- 7월 상~중순 이후 본격적으로 뿌리가 토양 양분을 흡수하므로 이 시기를 기준으로 1차는 6월 중~하순에, 2차는 7월 중~하순경에 각각 질소 10kg과 칼륨 7kg씩 시비하여 줌
❍ (도라지) 뿌리 비대를 위한 웃거름 시용 및 꽃봉오리 제거
- 웃거름은 6월 하순경 꽃대가 거의 생긴 후 10a당 질소 6.4kg을 주고, 장마가 끝나는 7월 상~중순에 질소 4.6kg, 칼륨 6kg을 줌
- 적정 꽃대 제거 시기는 개화 후 30일에 종실이 형성되는 부위의 15cm 아래 부분을 절단 제거하는 것이 꽃봉오리 형성기나 개화기에 제거하는 것보다 수량이 높음
❍ 약용작물은 장마 기간 탄저병, 점무늬병 등 병해 발생뿐만 아니라 침수에 따른 토양 전염성 병이나 집중 강우로 인한 토양 및 식물체의 유실 우려가 크므로 피해가 없도록 철저히 관리
- 외부에서 물이 들어오지 않도록 하고 포장 가운데 물이 고이지 않도록 배수로 풀베기, 배수로 분산 설치, 막힌 곳 등을 정비 해줌
- 경사지이고 이랑 길이가 긴 경우 토양유실을 막기 위해 부초나 부직포 등으로 멀칭
- 침수가 우려될 경우 둑을 정비하고 양수기 설치 준비
- 토양 표면은 왕겨나 유기물, 비닐 등으로 덮어 상면 침식 방지
- 비료 성분 용탈이 발생하지 않도록 추비 시용시기 조절
❍ (가축관리) 축사환경 적정 온습도 관리 및 청결 유지, 무더위 대비 시설점검
❍ (비래해충) 급속 확산되기 때문에 상시예찰 및 즉시방제 필요, 적정 약제 살포
❍ (집중호우) 장마대비 축대 보수 및 배수로 정비, 전기안전점검 실시
❍ 초여름 온도가 높아지면 체내 대사 불균형으로 면역력이 떨어지고 생산성이 저하될 수 있으며, 심한 경우 폐사로 이어짐
- 축사에 바람이 잘 통하도록 송풍팬을 가동해 체감온도를 낮춤
- 지붕에 단열재를 보강하고 차광막을 설치하여 온도상승을 줄임
- 지붕에 스프링클러 등을 설치하고 축사 내에 안개분무장치 활용
- 단위면적 당 사육두수를 평시보다 10~20% 줄여 온도상승을 줄임
- 사료는 조금씩 자주 급여하고, 사료조를 위생적으로 관리하여야 함
❍ 농장 안팎 정기적으로 소독 실시, 축사 주변 잡초와 물웅덩이를 제거하여 해충 발생 방지
❍ 일반적으로 27~30℃ 이상의 고온이 계속되면, 가축 체온상승, 음수량 증가, 사료 섭취량 감소하여 가축의 증체량 감소 및 번식 장애가 나타나기 시작하고 심하면 가축이 폐사함
❍ 여름철에는 물 섭취량 증가가 두드러지므로 깨끗하고 시원한 물을 충분히 먹을 수 있도록 급수량은 충분한지 확인하고 급수조는 항상 청결하게 유지
❍ 사료가 변질되지 않도록 적정량을 구입하고 건조하게 보관하며사료조도 위생적으로 관리하여야 함
- 사료빈의 내부 온도가 높아지는 것을 방지하기 위해 사료빈 외벽에 열 차단 단열재를 설치하거나 흰색 도료를 칠하면 도움이 됨
❍ 환기팬에 먼지, 거미줄이 과다하게 있는 경우 10% 이상의 성능 저하가 있으므로 주기적인 청소와 벨트 점검
❍ 국립축산과학원 축사로 누리집에서는 1시간 단위의 축종별 가축 더위지수와 혹서기 사양관리 기술 등을 제공하고 있으므로 활용",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,18,2024-06-17,2024-06-23,사료작물 비래해충 예방,"벼,옥수수","❍ 멸강나방과 열대거세미나방 등 비래해충에 의해 옥수수와 맥류 등 벼과(科) 작물과 목초류가 피해를 받지 않도록 자주 살펴야 함
❍ 비래해충 성충은 편서풍을 타고 5월 하순부터 6월 상순까지 우리나라로 가장 많이 날아오고, 유충은 주로 야간에 잎과 줄기를 갉아먹음
- 유충에 의한 피해는 6월 중순부터 7월 상순에 가장 심하며, 9월까지 간헐적으로 발생함
❍ 비래해충은 짧은 기간에 수ha씩 피해를 입히기 때문에 성충은 주변에 트랩 등을 설치하여 조사하고, 유충은 상시 예찰하여 발견 즉시, 초기에 방제해야 함(유충 1~3령기)
- 유충은 야행성이므로 해뜨기 전이나 해지고 난 뒤 잎과 줄기에 약제가 골고루 묻도록 충분히 살포하여야 함",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,19,2024-06-17,2024-06-23,집중호우 대비 축사 관리,,"❍ (농장정비) 집중호우에 대비하여 축대가 무너지지 않도록 보수하고, 축사 주변, 운동장, 초지·사료포 등이 침수되지 않도록 배수로 정비
❍ (안전점검) 바람이나 비로 인한 누전 등 전기사고 예방을 위하여 축사 내 전기 안전점검을 실시하고, 사료는 비를 맞지 않는 곳으로 옮겨 안전하게 보관
❍ 농후사료와 풀사료는 곰팡이로 인한 변질과 부패는 없는지 자주 살피고 기온이 낮은 새벽이나 저녁에 조금씩 자주 먹여 관리
❍ 깨끗한 물과 함께 축종별 적정한 비타민과 광물질을 별도로 보충하여 가축 건강상태를 면밀히 살핌
❍ 바람이 잘 통하도록 주변 장애물을 옮기고 송풍팬을 틀어 40~70% 범위 내 적정 습도가 유지될 수 있도록 관리
❍ 젖은 깔짚은 제거하고 충분한 양의 마른 깔짚을 깔아 축사 바닥이 질어지지 않도록 관리
❍ 사육밀도를 낮추어 가축의 고온 스트레스를 줄이고, 소독시설 가동 점검 및 시설 파손 여부를 점검하여 질병 전파 차단
❍ 침수된 장소의 물을 빼내고, 유기물 등을 깨끗하게 청소한 후 환경에 맞는 적절한 소독제를 살포하여 축사, 가축 위생관리",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,20,2024-06-17,2024-06-23,여름철 봉군관리의 중요성,꿀벌,"❍ 아까시나무 꽃이 지고 일부 농가에서는 꿀 생산을 마무리하는 시기로 꿀 생산이 끝나면 봉군 관리에 소홀해지기가 쉬움
- 유밀기(꿀샘 식물 개화로 먹이원 공급이 원활한 시기) 후 밀원(꿀샘 식물)이 감소하는 지역이 많고 이미 과도하게 채밀(꿀채취)한 경우에는 식량이 부족하여 봉군의 세력이 약해지는 등 봉군 관리에 있어 어려움이 발생할 수 있음
❍ 대부분 추운 지방의 여름철은 따뜻한 지방의 봄철 유밀기에 못지않게 벌들의 활동이 왕성하여 이에 따라 봉군 관리도 상당히 용이하며 반대로 따뜻한 지방의 여름철은 다른 어떤 때보다도 봉군 관리가 어려운 계절임
❍ 이 시기의 꿀벌은 식량이 없어 급이(먹이 공급)를 해도 한 번 벌집 내에 저장되었던 꿀이 소비되고 나면 여간해서 꿀을 저장하지 않으려는 습성이 있어 주의를 요함
❍ 유밀이 끝나면 도봉(도둑벌)의 발생이 심해지고, 여왕벌을 잃어 산란성 일벌이 생기는 등 양봉의 실패를 초래하는 일이 많은 시기가 여름철임
❍ (식량실 조성) 여름철에 발생하는 문제점들은 식량이 되는 꿀의 저장이 충분하면 어려운 고비를 이겨낼 수 있으므로 여름철을 무사히 넘기려면 유밀기 끝 무렵에 채밀을 적게 하고, 꿀이 저장된 소비를 계상에 충분히 넣어 식량실을 조성하여 주는 것이 이상적임
- 저밀된 벌집은 벌통의 양측 가장자리에 보충하는 것이 좋음",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
2024,25,21,2024-06-17,2024-06-23,도봉(도둑벌) 관리,,"❍ (도봉의 증상) 도봉의 시작은 “붕붕”하는 소리가 나고 벌통 근방에서 비행하는 모습이 불규칙적이며 소문을 드나드는 일벌의 속도가 매우 빠르며 소문(출입문) 근처 벌의 움직임이 어수선함
- 처음에는 한 마리의 일벌이 침입하여 꿀을 훔쳐 간 뒤, 이 벌이 다른 동료에게 알리므로 시간이 지남에 따라 그 수가 증가함많은 벌들이 도봉을 하게 되면 당하는 쪽의 벌통에는 한 방울의 꿀도 남지 않게 되며 이것이 원인이 되어 봉군의 도망 또는 봉군의 폐사를 가져오는 경우도 있음
- 소문을 관찰하면 도봉은 나갈 때 복부가 팽대해 있으나 수밀을 하는 벌들은 반대로 들어올 때 복부가 팽대되어 있고, 나갈 때는 가늘어짐
- 소문 앞에서 많은 벌들이 경계를 하고 방어를 하면 비교적 안전하지만 문전의 경계가 허술하면 도봉을 당함. 약군이나 무왕군은 도봉에 대한 저항력이 약함. 무밀기(개화시기의 공백으로 외부에 먹이 공급원이 부족해지는 시기)에 소문에다 훈연을 하면 소문을 경계하는 벌을 물러서게 하는 결과가 되어 이 틈을 타서 도봉이 침입하는 일도 있음
- 피해 벌통에 도봉이 많이 침입하였을 때 벌통의 뚜껑을 열면 다수의 벌이 날아가는 모습을 볼 수 있음. 심한 피해를 받은 벌통들은 상대방에 대한 판별력이 없어지며 도봉은 꿀이 있는 한 그치지 않고꿀이 완전히 없어지면 도봉이 중지되어 이때 다시 설탕액을 주면 도봉이 다시 발생함
❍ (도봉의 처리) 도봉이 일어났을 때는 벌통을 그늘진 한적한 곳에 옮기고 원래 자리에는 빈 벌통을 위치시킴. 도봉이 약한 경우 1일이 지난 후 다시 원위치로 옮기며 심한 경우에는 3~4일간 저온 암실에 놓아두어야 함. 이후 내부가 정돈되고 외적에 대한 판별력이 회복되면 처음에는 소문을 좁게 열어 벌의 출입은 허용하고 도봉의 상황을 살펴야 함. 다시 도봉이 발생하면 피해군을 양봉장에서 떨어진 곳에 옮김. 도봉을 감당할 수 없을 만큼 심각할 경우에는 피해군을 강군에 합봉(다른 두 세력을 하나로 합침)시키도 함. 그 밖의 방법은 가해군과 피해군의 위치를 서로 바꾸어 주는 방법도 있음
❍ (도봉의 예방) 도봉 방지 방법으로는 봉군의 세력을 강하게 유지시켜 주며, 벌통 내 벌들이 보호할 수 없는 곳에 꿀을 많이 보유하지 않도록 해야 함
- 무밀기에 꿀이나 설탕액을 노출시키지 않아야 하며, 소문은 항상 벌집이 있는 쪽으로 내며 소문을 좁혀 방어력을 강하게 함
- 설탕액을 공급할 경우 반드시 저녁 늦게 실시하며, 약군 설탕액 공급 시 다음날 설탕액이 남아 있지 않도록 공급해야 함",25호_25호_주간농사정보 제25호(2024.6.17.~6.23.).txt
