issue_year,issue_no,ordinal,period_from,period_to,crop_group,pest_name,level,crop_names,body,source_file
2023,6,22,2023-06-01,2023-06-15,과수,"잎말이나방, 감꼭지나방",예보,"감자,고추,당근,마늘,매실,미나리,부추,블루베리,비트,살구,상추,시금치,쑥갓,쪽파","가지 Procymidone 0.01 0.01 일률기준 미등록감자Orysastrobin 0.01 0.01 일률기준 미등록Phorate 0.05 0.05 일률기준 미등록Tebuconazole 0.01 0.01 일률기준 미등록Tebupirimfos 0.01 0.01 당해성분 당해품목 등록(합제)Terbufos 0.01 0.01 당해성분 당해품목 등록(단제, 합제)고수Carbendazim 0.01 0.01 일률기준 미등록Carbofuran 0.01 0.01 일률기준 미등록Diethofencarb 0.01 0.01 일률기준 미등록Isopyrazam 0.01 0.01 일률기준 미등록Penthiopyrad 0.01 0.01 일률기준 미등록Propamocarb 0.01 0.01 일률기준 미등록Spinetoram 0.01 0.01 일률기준 미등록고추 Ethoprophos 0.02 0.02 당해성분 당해품목 등록(단제, 합제)곤드레나물 Chlorothalonil 0.01 0.01 일률기준 미등록근대 Fluxametamide 0.01 0.01 일률기준 미등록당근 Endosulfan 0.01 0.01 소분류기준(근채류) 미등록Terbufos 0.05 0.05 당해성분 당해품목 등록(단제, 합제)당귀잎 Chlorfenapyr 0.7 0.7 당해성분 당해품목 등록(단제)Tebufenpyrad 1.0 1.0 당해성분 당해품목 등록(단제)대파 Linuron 0.01 0.01 일률기준 미등록Phorate 0.05 0.05 당해성분 당해품목 등록(단제, 합제)들깻잎Fluazinam 0.01 0.01 일률기준 미등록Orysastrobin 0.01 0.01 일률기준 미등록Pendimethalin 0.01 0.01 일률기준 미등록Pentoxazone 0.01 0.01 일률기준 미등록Phorate 0.05 0.05 당해성분 당해품목 미등록Pyridaben 0.01 0.01 일률기준 미등록마늘 Imidacloprid 0.01 0.01 일률기준 미등록Spirotetramat 0.01 0.01 일률기준 미등록매실 Carbendazim 0.3 0.3 당해성분 당해품목 미등록Prochloraz 0.01 0.01 일률기준 미등록묘삼Cadusafos 0.05 0.05 당해성분 당해품목 등록(단제, 합제)Fludioxonil 0.5 0.5 당해성분 당해품목 등록(단제, 합제)Flutolanil 1.0 1.0 당해성분 당해품목 등록(단제, 합제)미나리 Indoxacarb 0.01 0.01 일률기준 미등록방풍나물Ethalfluralin 0.01 0.01 일률기준 미등록Pendimethalin 0.01 0.01 일률기준 미등록Phorate 0.01 0.01 일률기준 미등록Terbufos 0.01 0.01 일률기준 미등록부추 Pendimethalin 0.05 0.05 당해성분 당해품목 등록(단제)Phorate 0.1 0.1 당해성분 당해품목 등록(단제, 합제)블루베리 Chlorothalonil 0.01 0.01 일률기준 미등록Flubendiamide 0.01 0.01 일률기준 미등록비트 Imicyafos 0.01 0.01 일률기준 미등록비파 Piperonyl Butoxide 0.01 0.01 일률기준 미등록살구 Flubendiamide 0.01 0.01 일률기준 미등록□ 부적합 발생 주요 농산물 품목 현황(4월 기준)2022년 4월 2023년 4월번호 품목명 발생(건) 번호 품목명 발생(건)1 상추 12 1 부추 92 쪽파 10 2 쪽파 53 부추 7 3 취나물 54 취나물 5 4 대파 45 대파 4 5 시금치 3그 외 가지, 쑥갓, 방풍나물, 시금치 등 33 그 외 가지, 상추, 열무 등 22품목 검출성분 잔류허용기준(mg/kg) 잔류허용기준적용 근거농약 안전사용기준등록 유무‘22.6. ‘23.5.",6호.txt
2023,6,23,2023-06-01,2023-06-15,과수,"잎말이나방, 감꼭지나방",예보,"감귤,방울토마토,사과,상추,시금치,아욱,양파,오이,쪽파,참외,체리,치커리,호박","Methomyl 0.01 0.01 일률기준 미등록상추Fluquinconazole 0.05 0.05 당해성분 당해품목 등록(단제, 합제)Orysastrobin 0.01 0.01 일률기준 미등록Phorate 0.01 0.01 일률기준 미등록Tetraconazole 0.01 0.01 일률기준 미등록시금치 Phorate 0.01 0.01 일률기준 미등록아스파라가스 EPN 0.01 0.01 일률기준 미등록Phorate 0.01 0.01 일률기준 미등록아욱Fluquinconazole 0.05 0.05 소분류기준(엽채류) 미등록Fluxametamide 0.01 0.01 일률기준 미등록Terbufos 0.01 0.01 일률기준 미등록알타리무 Diazinon 0.01 0.01 일률기준 미등록양상추 Carbofuran 0.01 0.01 일률기준 미등록Pendimethalin 0.01 0.01 일률기준 미등록양파Metalaxyl 0.05 0.05 당해성분 당해품목 등록(단제, 합제)Phorate 0.05 0.05 당해성분 당해품목 등록(단제, 합제)Thiamethoxam 0.01 0.01 일률기준 미등록열무 Imicyafos 0.01 0.01 일률기준 미등록오디 Carbendazim 5.0 5.0 당해성분 당해품목 등록(합제)오이Endosulfan 0.01 0.01 소분류기준(채소류) 미등록Imicyafos 0.2 0.2 당해성분 당해품목 등록(단제)Metconazole 0.01 0.01 일률기준 미등록Metolachlor 0.01 0.01 일률기준 미등록우엉잎 Carbendazim 0.01 0.01 일률기준 미등록Terbufos 0.01 0.01 일률기준 미등록쪽파 Terbufos 0.05 0.05 당해성분 당해품목 등록(단제, 합제)참외 Fenobucarb 0.01 0.01 일률기준 미등록체리 Deltamethrin 0.3 0.3 당해성분 당해품목 등록(단제)Fenobucarb 0.07 0.07 당해성분 당해품목 등록(단제)취나물 Pendimethalin 0.01 0.01 일률기준 미등록Tebuconazole 0.05 0.05 당해성분 당해품목 등록(단제)치커리 Terbufos 0.01 0.01 일률기준 미등록토마토 Pencycuron 0.01 0.01 일률기준 미등록호박(단호박) Bentazone 0.01 0.01 일률기준 미등록Pendimethalin 0.01 0.01 일률기준 미등록호박(애호박) Picoxystrobin 0.01 0.01 일률기준 미등록호박잎 Phosphamidon 0.01 0.01 일률기준 미등록□ 농약안전정보시스템(https://psis.rda.go.kr) 활용자료제공 및 검토 전문가 명단구분 성명 /  소속 / 직급1 김지성 / 농촌지원국 재해대응과 / 과장2 채의석 / 농촌지원국 재해대응과 / 농촌지도관3 김기형 / 농촌지원국 재해대응과 / 농촌지도관4 김상목 / 농촌지원국 재해대응과 / 농업연구관5 박승무 / 농촌지원국 재해대응과 / 농촌지도관6 이우일 / 농촌지원국 재해대응과 / 농촌지도사7 최효원 / 농촌지원국 재해대응과 / 농업연구사8 양미숙 / 농촌지원국 재해대응과 / 농촌지도사9 맹권재 / 농촌지원국 재해대응과 / 농업주사보10 박명일 / 농촌지원국 재해대응과 / 주무관11 최인후 / 농촌지원국 재해대응과 / 기술전문위원12 박해융 / 농촌지원국 재해대응과 / 기술전문위원13 성신상 / 농촌지원국 재해대응과 / 기술전문위원14 강신곤 / 농촌지원국 기술보급과 / 농촌지도관15 고창호 / 농촌지원국 기술보급과 / 농촌지도관16 김현철 / 농촌지원국 기술보급과 / 농촌지도사17 장진경 / 농촌지원국 기술보급과 / 농촌지도사18 노석원 / 농촌지원국 식량산업기술팀 / 농촌지도사19 엄미옥 / 농촌지원국 식량산업기술팀 / 농촌지도사20 윤  송 / 농촌지원국 식량산업기술팀 / 농촌지도사21 이세원 / 국립농업과학원 작물보호과 / 과장22 박병용 / 국립농업과학원 작물보호과 / 농업연구관23 박동석 / 국립농업과학원 작물보호과 / 농업연구관24 이봉춘 / 국립농업과학원 작물보호과 / 농업연구관25 이용환 / 국립농업과학원 작물보호과 / 농업연구관26 이관석 / 국립농업과학원 작물보호과 / 농업연구사27 이영기 / 국립농업과학원 작물보호과 / 농업연구사28 강미형 / 국립농업과학원 작물보호과 / 농업연구사29 정인홍 / 국립농업과학원 작물보호과 / 농업연구사30 류현주 / 국립농업과학원 작물보호과 / 농업연구사31 심교문 / 국립농업과학원 기후변화평가과 / 농업연구관32 강민구 /국립농업과학원 기후변화평가과 / 농업연구사33 최준열 / 국립농업과학원 작물기초기반과 / 과장34 김상민 / 국립식량과학원 작물기초기반과 / 농업연구사35 최낙중 / 국립식량과학원 작물기초기반과 / 농업연구사36 김현주 / 국립식량과학원 기술지원과 / 농업연구관37 김은영 / 국립식량과학원 재배환경과 / 농업연구사38 김동환 / 국립원예특작과학원 원예특작환경과 / 과장39 이성찬 / 국립원예특작과학원 원예특작환경과 / 농업연구관40 조인숙 / 국립원예특작과학원 원예특작환경과 / 농업연구관41 한유경 / 국립원예특작과학원 원예특작환경과 / 농업연구사42 이선영 / 국립원예특작과학원 원예특작환경과 / 농업연구사43 서미혜 / 국립원예특작과학원 원예특작환경과 / 농업연구사44 윤정범 / 국립원예특작과학원 원예특작환경과 / 농업연구사45 이동혁 / 국립원예특작과학원 사과연구소 / 소장46 양상진 / 국립원예특작과학원 사과연구소 / 농업연구관47 송장훈 / 국립원예특작과학원 배연구소 / 농업연구관48 강아랑 / 국립원예특작과학원 배연구소 / 농업연구사49 한승갑 / 국립원예특작과학원 감귤연구소 / 농업연구관2023년 농작물 병해충 발생정보(제6호)집 필 인김지성 , 채의석 , 김기형 , 김상목 , 박승무 , 이우일 , 최효원 , 양미숙 , 맹권재 ,박명일 , 강권희발 행 처 농촌진흥청 재해대응과주소 54875 전북 전주시 덕진구 농생명로 300전화 (063) 238–1045~1049homepage : http://www.nongsaro.go.kr",6호.txt
2023,7,1,2023-06-16,2023-06-30,식량작물,열대거세미나방,주의보,"수수,옥수수","❍ 열대거세미나방은 아메리카 대륙의 열대·아열대 지역이 원산으로아프리카(‘16), 동남아(’18), 중국(‘19.1), 한국(’19.6) 등으로 확산됨
❍ 제주에서 올해 4월 18일 성충이 첫 발견 되었으며, 유충은 전북 부안에서5.19 에서 발견됨. 최근 4년간 가장 빠른 시기에 성충 유충 발견(작년대비 약 한달 빠름)⇒ 작년 발생지역과 주 비래지역(충남, 전남‧북, 경남, 제주 등)은성페로몬트랩 예찰 및 어린 옥수수 포장 중심 철저한 관찰이 필요
⇒ 유충(애벌레)이 식물의 잎과 줄기를 갉아 먹어 피해를 발생시키며기주식물은 80여 작물(옥수수, 수수 등)로 알려져 있음
❍ 약제를 위해 발생초기(유충1~3령) 등록약제로 살포하되, 약제를살포할 때는 약액이 골고루 작물에 묻도록 충분히 살포□ 열대거세미나방 유충형태 및 피해 사진열대거세미나방 유충(좌, 2령), 피해 사진(우)",7호.txt
2023,7,2,2023-06-16,2023-06-30,식량작물,감자역병(고랭지 씨감자),예보,감자,"❍ 감자역병(Phytophthora infestans)은 서늘한 온도(10∼24도)와다습한(상대습도 90% 이상) 조건에서 발생함. 대관령 등 주요 씨감자재배지의 최근 기상 조건을 고려할 때, 6월 25일∼7월 1일 사이에감자역병이 발생할 것으로 예상됨
❍ 감자역병은 감자의 생육 후기까지 환경조건만 맞으면 언제든지발생할 수 있고, 비가 올 때 병원균이 병든 잎에서 씻겨 내려가얕게 묻힌 덩이줄기를 감염시켜 수확 전후 또는 저장 중에 부패를일으킴
❍ 감자역병 예보주간인 6월 19일부터 보호용 살균제를 살포하여 역병발생을 예방하고, 예방 시기를 놓쳐 역병이 발생하였다면 치료용살균제를 살포
❍ 역병에 의한 덩이줄기 피해를 최소화하기 위해서는 흙을 충분히덮어 덩이줄기가 나오지 않도록 하고, 지속적인 비 예보가 있으면줄기와 잎이 살아 있는 동안에는 살균제를 처리
❍ 감자 역병에 등록된 보호용 살균제는 만코제브, 클로로탈로닐 등이있으며, 치료용 살균제로는 디메토모르프, 에타복삼 등이 있음
* 농촌진흥청 농약안전정보시스템 누리집(http://psis.rda.go.kr/psis)을 확인하여안전사용기준에 맞게 사용[감염된 잎] [병든 감자] [발생 재배지]",7호.txt
2023,7,3,2023-06-16,2023-06-30,식량작물,멸강나방,예보,"벼,옥수수","❍ 멸강나방은 해외에서 날아와 피해를 주는 장거리 비래 해충으로화본과 목초류, 옥수수 등에 발생해 피해를 줌
❍ 보통 6월 중순경에 비래하여 벼, 옥수수와 목초 등 사료작물에 피해를 줌. 주로 피해를 주는 기주식물 재배지역을 예찰하여 어린벌레가 발견되면 등록 약제로 발생 초기에 방제멸강나방 유충(좌)과 피해(우) 사진",7호.txt
2023,7,4,2023-06-16,2023-06-30,식량작물,애멸구(벼줄무늬잎마름병 매개),예보,벼,"❍ 애멸구는 국내 월동과 해외 비래가 가능한 해충으로 흡즙하여 어린벼에 벼줄무늬잎마름병을 매개함
❍ 최근 서남해안 지역에 비래가 확인되고 있어 주기적 예찰이 필요함
❍ 애멸구 발생이 많은 지역은 신속하게 살충효과가 있는 접촉독 등록 약제를 살포하고, 애멸구가 논뿐만 아니라 논두렁 주변에도 많이 있으므로 논두렁이나 인근 제방까지 철저히 방제하여 애멸구가본답에 유입되지 않도록 함",7호.txt
2023,7,5,2023-06-16,2023-06-30,식량작물,조명나방,예보,옥수수,"❍ 조명나방은 옥수수에서 발생하는 해충으로 유충이 잎과 이삭을 갉아먹거나 줄기 속으로 파고들어가 피해를 줌⇒ 조명나방 1화기 성충이 최대로 발생한 날(6월 상순경)부터7~10일 후 혹은 옥수수 줄기가 형성되기 전에 잎이 전부 전개되지 않은 시기인 8~9엽기에 방제하는 것이 효율적임
⇒ 애벌레가 옥수수 줄기 속으로 파고 들어가면 약제 방제가 어려움알덩어리 유충(애벌레) 번데기 성충잎 가해 줄기가해 열매가해",7호.txt
2023,7,6,2023-06-16,2023-06-30,식량작물,벼물바구미 등,예보,벼,"❍ 벼물바구미는 벼 잎과 뿌리를 갉아먹고 벼잎벌레와 굴파리류는벼 잎이나 줄기 속을 갉아 먹어 피해를 주는 해충으로 해마다
발생함
❍ 이앙시기와 월동 세대 성충의 본답 이동시기가 일치할 때 피해가 심함
⇒ 벼물바구미, 벼물가파리, 깔따구, 도열병 등해충과 병을 동시에 방제할 수 있는 약제를선택하여 모내기 당일 육묘상자에 입제를뿌려 방제하고, 육묘상자에 약제처리를 못한경우는 모낸 후 10∼15일 사이에 등록 약제를 선택하여 방제",7호.txt
2023,7,7,2023-06-16,2023-06-30,식량작물,도열병,예보,,❍ 잎도열병은 거름기가 많은 논에서 비가 자주 내리거나 강우가 지속되면 발생함 향후 1개월 기상예측에서강수량이 평년과 비슷하거나 많을 것으로전망하고 있고 전년도 생육 후기 병해발생이 많아 전염원이 포장 등에 잔존하고있을 가능성이 높아 예찰을 통해 발생초기에 적용 약제로 방제,7호.txt
2023,7,8,2023-06-16,2023-06-30,채소,역병‧탄저병‧바이러스병(고추),주의보,"고추,방울토마토,오이","❍ 역병은 비가 오는 다습한 환경조건에서 발생이 증가하며 토양에있는 병원균이 물을 통하여 전염되는 병으로 일단 발병하면 급속하게 번지고 방제 효과가 낮음
⇒ 병 발생이 많았던 곳은 두둑을 높여 준 후 배수로를 정비하고병든 포기 발견 즉시 제거하여 전염원을 제거하고 비오기 전후등록 약제를 주기적으로 살포
❍ 고추 탄저병은 지난해 버려진 병든 잔재물이 가장 중요한 1차 전염원이고, 장마가 길고 비가 잦은 해에 발생이 많은데, 특히 국지적으로비가 자주 올 경우 발생이 증가할 가능성 있음
⇒ 병든 과실을 그냥 두거나 이랑사이에 버리면 방제효과는 50%이상 감소하므로 병든 과실은 발견 즉시 매립 또는 제거하는것이 효과적이며, 재식거리를 넓히고 두둑을 높게 하고 물 빠짐을 좋게 하여 발병에 좋은 환경을 차단함
❍ 고추 바이러스병은 매개충인 진딧물과총채벌레에의해 전염되는 바이러스병으로오이모자이크바이러스(CMV)를 전염시키는진딧물과 토마토반점위조바이러스(TSW V)의매개충인 총채벌레에 대한 효율적인 방제는기작이 다른 등록 약제를 번갈아 살포하여 방제",7호.txt
2023,7,9,2023-06-16,2023-06-30,채소,"덩굴마름병(수박, 참외)",예보,"수박,참외","❍ 수박 덩굴마름병은 감염된 묘를 정식하거나 비가 많이 오는 경우발생하는 병으로 생육후기에 초세가 약해질 무렵부터 잎이나 줄기가 집중적으로 말라 죽음
⇒ 약제 방제만으로는 효과적인 방제가 어려우므로 과습을 방지하고 생육을 강건하게 유지시킴",7호.txt
2023,7,10,2023-06-16,2023-06-30,채소,"총채벌레류, 가루이류, 진딧물",예보,"방울토마토,오이,파프리카","❍ ‘22년 1월~5월 말까지 기온은 7.6℃로 평년(7.1)보다 0.5℃ 높았음
시설재배 작물에서 꽃노랑총채벌레, 온실가루이, 담배가루이 등이관리가 소홀한 포장에서 온도가 올라가면 밀도가 높아질 수 있어 주의가 필요함
❍ 시설재배에서 발생하는 해충은 대부분 크기가 작고 연중 발생하나,발생초기에 예찰이 어려워 피해를 입는 경우가 많음. 특히 이 해충들은 식물체에 직접적인 피해를 줄 뿐만 아니라 그을음병을 유발하거나 바이러스병을 전염시켜 피해가 커짐⇒ 이들 해충은 초기에 방제해야 효과적이므로 끈끈이트랩 등을활용하여 주의 깊게 예찰하고, 발견 초기 천적을 이용한 생물적 방제를 활용하거나 계통이 다른 적용약제를 바꾸어가며 방제
❍ 꽃노랑총채벌레 등 총채벌레류가 오이, 파프리카 등에서 발생 초기에방제가 이루어지지 않으면 확산 및 피해가 예상⇒ 황색 끈끈이트랩이나 타락법(꽃과 잎을 두드려서 흰색 종이 위에떨어진 벌레를 조사) 등으로 예찰하고, 발생포장은 초기에 방제⇒ 꽃노랑총채벌레의 번데기 방제용으로 아큐레이퍼응애를 토양에투입하고, 지상부 유충과 성충 방제용으로는 유럽애꽃노린재,지중해이리응애 등 천적을 활용하면 효과적으로 방제가 가능함
❍ (가루이류, 진딧물) 온실가루이와 담배가루이는 토마토와 같은 가지과작물에서, 진딧물은 엽채류와 과채류에서 주로 발생하며 식물의즙액을 빨아먹는 직접적인 피해뿐만 아니라 그을음병과 바이러스병등을 유발하여 상품성을 떨어뜨림⇒ 크기가 작아 육안으로 관찰하기 힘들고 일단 발생하면 방제가어려우므로 외부 유입통로에 방충망을 설치하는 등 시설 안으로들어오지 못하도록 막고, 끈끈이트랩을 매달아 주의 깊게 살펴봄⇒ 예방적 조치로 해충에 따라 천적을 투입하여 방제하고 국부적으로해충이 집중 발생했을 경우 작물별 등록 약제로 방제",7호.txt
2023,7,11,2023-06-16,2023-06-30,채소,토마토반점위조바이러스(TSWV),예보,"고추,방울토마토,파프리카","❍ 총채벌레가 즙액을 흡즙하면서 바이러스를 전염시키는 병으로 고추,토마토, 파프리카 등 특히 전년도 발생이 많았던 가지과 시설재배지에서 꾸준히 발생하고 있으며, 방제시기르 놓쳐 총체벌레의 밀도가높아지면 피해가 커지기 때문에 초기 방제로 병발생을 예방하는것이 중요
⇒ 방충망을 이용하여 시설 안으로 들어오는 총채벌레를 막고 발생초기 천적이나 등록약제로 방제⇒ 병에 걸린 식물은 발견 즉시 제거하여 병이 확산 되는 것을 예방",7호.txt
2023,7,12,2023-06-16,2023-06-30,채소,토마토황화잎말림바이러스(TYLCV),예보,방울토마토,❍ 가지과 작물에서 담배가루이가 병을 매개하고 감염된 묘를 통해확산될 수 있으므로 육묘 단계부터 정식 초기에 예찰을 강화하여감염여부를 판단하고 정식 후에는잎 뒷면과 포장 주위를 살펴보아담배가루이를 철저히 방제⇒ 방충망을 설치하여 담배가루이의침입을 막고 발생 시 담배가루이의 기주식물이 되는 잡초와 병이걸린 식물은 뽑아서 제거,7호.txt
2023,7,13,2023-06-16,2023-06-30,과수,과수화상병,경보,"도라지,사과","❍ (과수화상병) 사과, 배 등의 병든 꽃은 수침상이 되고 쭈그러든후 흑갈색으로 변해 떨어지거나 나무에 매달려 있게 되고 꽃이달린 가지나 인접한 가지로 진전되어 잎맥을 따라 흑갈색의병반이 생기고 병이 진전됨에 따라 병든 잎은 말리고, 쭈그러들어보통은 가지에 매달려 있음. 병든 가지의 나무껍질은 흑갈색으로변하면서 물러졌다가 후에 위축되고 단단해져 궤양병반을 형성⇒ 과수화상병 궤양은 표피를 칼로 벗길 경우 형성층이 갈변, 유사증상은 건전한 부위가 바로 갈변되지 않고, 수분 후 약하게 갈변⇒ 한번 걸리면 방제가 불가능하기 때문에 예방을 위하여 과수원을청결하게 관리하고 농작업을 하는 사람의 과수원 출입시 사람과작업도구 등을 수시로 소독⇒ 의심증상 발견 시에는 전국 대표전화(1833-8572) 또는 가까운농업기술센터·농업기술원에 즉시 신고, 병균의 밀도가 낮아 진단되지 않더라도 갈변궤양은 끝에서 40~70cm 아래를 절단․제거
❍ (과수가지검은마름병) 과수화상병과 증상이 비슷하여 육안으로는구분이 불가하며, 발생시기와 전파경로, 피해증상이 유사함.",7호.txt
2023,7,14,2023-06-16,2023-06-30,과수,"갈색날개매미충, 미국선녀벌레, 꽃매미",주의보,,"< 갈색날개매미충 >
❍ 올해 월동난 조사 결과 갈색날개매미충, 꽃매미의 발생면적이 다시증가세를 보이고 있으며, 매미나방은 감소한 것으로 조사됨
❍ 발생지역에서 생산된 묘목을 통해 다른 지역으로 전파될 가능성이있어 묘목을 구입하여 식재할 경우 어린 가지의 아래쪽을 잘 살펴 난괴(알)가 보일 경우 가지를 제거해야 함
* (부화시기 예측) 남해안 5월 5일경, 그 외 지역 5월 18∼19일경⇒ 발생정도에 따라 전용약제를 1주일 간격으로 1~3회 살포* 지역별 ‘공동방제의 날’은 시도별 여건에 따라 탄력적으로 운영⇒ 갈색날개매미충을 효과적으로 방제하려면 갈색날개매미충 부화후 1~2주 사이에 애벌레(1~2령)가 붙어 있는 나무에 약제를 뿌리는 것이 좋음. 2령이 지난 애벌레와 성충은 이동성이 크기때문에 방제 효과가 떨어짐.
<갈색날개매미충 약충, 성충, 난괴 사진>< 미국선녀벌레 >
❍ 미국선녀벌레는 연간 1세대 발생하며월동한 알은 5월 중·하순경에 부화하며,약충은 5령을 거쳐 성충이 되며, 성충은 7월에서 10월까지 발생함
* (부화시기 예측) 남해안 5월 10일경, 그 외 지역 5월 22～24일경< 꽃매미 >
❍ 꽃매미는 연간 1세대 발생하고 월동한 알은 5월 상·중순경에 부화하며 약충은 5령을 거쳐 성충이되고 성충은 7월에서 11월까지발생함
⇒ 월동알을 제거해 주는 것이 친환경적이며 발생을 줄이는 데에큰 효과가 있으므로 봄철에 약충으로 부화하기 전 과수원 및 인근야산의 나무 등에 있는 알 덩어리를 제거해 주고 약충이 깨어나오면 등록약제로 반드시 방제⇒ 금년은 지난 겨울과 봄철의 기온이 평년기온보다 약간 높아지난해와 비슷한 수준이고 평년보다 6∼7일 빨라질 것으로 예상* (부화시기) 남해안 지역 4월 30일, 그 외 지역 5월 11∼12일⇒ 시설재배지는 측창과 입구에 방충망을 설치하면 꽃매미의 침입과외부로의 확산을 막고, 방제 효과도 증대시킬 수 있음",7호.txt
2023,7,15,2023-06-16,2023-06-30,과수,복숭아 세균구멍병‧잿빛무늬병,예보,복숭아,"❍ 복숭아 세균구멍병은 비바람에 의해 발생이 많아지며, 복숭아 잎․가지․열매에 수침상의 반점이 생긴 후 확대되어 피해가 발생하는데,최근 비가 오고 바람이 많이 불어 발생이 증가할 수 있으므로 철저한예찰과 방제 필요
⇒ 병든 가지는 제거해 주며 발생이 많은 곳은 방풍망․방풍림을설치하고 병 발생 전에 예방위주로 방제
❍ 복숭아 잿빛무늬병은 과실에 피해가 가장 크며 표면에 갈색반점이생기고 점차 확대되어 전체가 부패하고 심한 악취를 발산하며,국지적으로 바람이 많은 지역에서 피해가 예상됨
⇒ 병에 걸린 가지는 조기에 제거하여 소각처리",7호.txt
2023,7,16,2023-06-16,2023-06-30,과수,탄저병,주의보,"복숭아,사과,포도","❍ 사과, 복숭아, 포도 등에 발생하는 탄저병은 주요 관리 과수병으로병원균은 주로 습기가 많은 기후조건과 25℃ 전후 온도에서 감염이잘 이루어지므로 장마기 이후에 주의가 필요함
❍ 탄저병에 감염된 과실은 초기에 검정색 작은 반점이 껍질에 나타나며, 병이 커질수록 과실 표면이 움푹 들어가면서 과실 내부가갈색으로 변하면서 과실 표면에 많은 분생포자가 생겨 주변 건전한 과실을 감염. 특히 장마기나 바람이 많이 부는 날씨에는 분생포자들이 이동되는 시기이므로 철저한 관리가 필요
⇒ 지난해에 탄저병이 많이 발생했던 농가는 과원 내에 탄저병균이남아 있을 수 있으므로 탄저병균의 밀도를 줄이기 위해 예방적으로 적용 살균제를 살포⇒ 또한 탄저병은 습한 환경조건에서 잘 발생하므로 과원 내 통풍이잘 되게 하고 물 빠짐이 잘 되도록 관리",7호.txt
2023,7,17,2023-06-16,2023-06-30,과수,배 검은별무늬병,예보,,"❍ 검은별무늬병은 비가 자주 올 때 질소 비료를 많이 주어 가지가무성한 과수원에서 발생이 많은데 6월 강우가 올 경우 발생이 예상됨으로 방제 시기를 놓치지 않도록 주의해야 함
⇒ 전년도 발생이 많았거나 개화기 약제 미살포 및 개화 시기가 늦은과수원 등 발생이 우려되는 포장은 봉지 씌우기 이전까지 철저히 방제⇒ 약제저항성 문제가 있는 약제는 작용 기작이 다른 약제로 바꿔가며 살포하고 병에 걸린 잎과 과실은 제거하여 땅에 묻어줌",7호.txt
2023,7,18,2023-06-16,2023-06-30,과수,참다래 궤양병,예보,"오리,참다래","❍ 참다래 궤양병 중 고위험 병원형인 Psa 3가 ’14년부터 남해안과제주지역에 발생하였는데 수액 이동기에 발병할 가능성이 크기때문에 이에 대한 철저한 대비 필요
- 병원형 Psa 3는 기존 국내에 발생하고 있는 Psa 2보다 전염성과그 위험도가 매우 높음
- 3∼4월 수액이 이동할 때 동해를 입거나 상처를 입은 부위에서부터투명한 수액이 흐르다가 증세가 심해지면 나무 전체가 말라 죽으며,잎에는 노란색 테두리를 가진 갈색반점이 생기고 꽃봉오리는 갈색으로 변함
- 병든 조직에서 월동한 병원균이 상처, 기공 및 수공을 통하여 잎으로 침입하며 전정 등 농작업 도구를 통해 전염⇒ 궤양병 증상이 보이면 가까운 농업기술센터를 통해서 정밀 진단을받아 고병원성 병원형 여부를 확인하여 방제 조치⇒ 작년에 병이 발생했던 포장은 참다래궤양병 방제용 등록약제를3월 하순∼4월 상순부터 10일 간격으로 살포하여 예방하고 Psa3에감염된 이병주는 굴취하여 소각",7호.txt
2023,7,19,2023-06-16,2023-06-30,과수,포도 새눈무늬병·갈색무늬병·노균병,예보,포도,"❍ 포도 새눈무늬병은 잎에서 잎맥이 흑갈색으로 변하고, 진전되면흑색 반점으로 확대되어 구멍이 뚫리며 열매와 가지에서는 초기에흑갈색의 반점이 나타남⇒ 비가 많이 올 때 발생이 많으므로, 병든 부위는 즉시 제거하고봉지 씌우기 전에 등록약제로 방제
❍ 포도 갈색무늬병․노균병은 비가 자주 내리고 습도가 높을 때 발생이 많음
⇒ 잎과 과실을 자세히 살펴보아 발생 초기에 등록약제로 잎 뒷면까지 방제하되 가능한 비 오기 전․후 방제실시",7호.txt
2023,7,20,2023-06-16,2023-06-30,과수,"잎말이나방, 감꼭지나방",예보,"감귤,매실,사과","❍ 감귤, 사과, 배, 매실 등에 발생하는 잎말이나방류는 새로 나오는 잎으로 이동해서잎을 세로로 말고 들어가 갉아먹어 피해를주며 과실의 표면을 핥듯이 가해하여 상품성을떨어뜨림⇒ 성페로몬 트랩을 주의 깊게 관찰하여 성충발생 최성기 7~10일 이후 등록약제 살포
❍ 감꼭지나방은 꽃잎이나 잎을 갉아 먹다가 감꼭지에 유충이 과육을 먹고 들어가 낙과를 시키며, 열매꼭지와 과실사이로 배설물을 배출함
⇒ 성페로몬트팹 예찰 결과를 활용하여 1화기 성충 발생 최성기인 6월상․중순에 등록약제로 방제",7호.txt
2023,7,21,2023-06-16,2023-06-30,과수,복숭아순나방,예보,복숭아,"❍ 복숭아 관찰포에서 성페로몬 트랩조사 결과전년보다 포획된 마리수는 감소하였음
⇒ 전년에 과실 피해가 많았거나, 성페로몬트랩에 유인이 많이 된 과원은 등록 약제로방제하고, 열매솎기나 봉지씌우기를 할 때피해를 받은 신초나 어린 과실이 발견되면 즉시 제거하여 땅에 묻음",7호.txt
